reviewText,unixReviewTime,reviewTime
"I saw this in the store but thought I would order it from amazon , the picture shows the dvd version like I saw in the store and said extroardinarily deluxe two-disc edition (it did say that, but not anymore) now I have to pay more than I would have in the store cause I paid shipping to get here and now I have to pay to ship back then go buy it from store , two payments of shipping for nothin'.  Agrivating.",1161388800,"10 21, 2006"
"Taylor was hard to see as anything other than a werewolf for the first half of the film. Once it got going though it was a decent waste of my time. I could see how teenagers would really enjoy this ""action"" flick. Especially, Taylor fans.",1382832000,"10 27, 2013"
This movie shows everyone that Doctors aren't Gods and that sometimes they are more worried about how much the can make then what they can do for their patients.,1448064000,"11 21, 2015"
Kevin Costner does a good job playing his role in my opinion in this dvd.  There definitely is enough bad nasty parts to go around and Maid Marion and Robin Hood are the heroes.,1381104000,"10 7, 2013"
The ending kind of threw me on a loop a little bit. Felt like it wasn't wrapped up well enough.,1447632000,"11 16, 2015"
Great movie!,1416009600,"11 15, 2014"
"ok, entertaining, but nothing to write home about...",1422316800,"01 27, 2015"
"The first two ""seasons"" were better, in my opinion. The story here was okay, but it seemed like they were forcing it to me, like they had to keep going because it was doing so well.",1389916800,"01 17, 2014"
was not as funny as portrayed in the trailers. waste of Walken's comedic style.,1436400000,"07 9, 2015"
Awesome video pack. Comes with documentary and other bonus features. I'm a titanic buff and this is more than I expected. Great deal!,1417996800,"12 8, 2014"
"It's difficult not to be nostalgic now about The Unbearable Lightness of Being. This was a world in which the Soviet Union was a fact of life for hundreds of millions of people and a particular kind of culture and way of life existed. In a strange way it's initially an optimistic kind of world, and that's appropriate for what is essentially an optimistic view of human nature and love. Other reviewers have covered the jist of the tale so I won't recount it here. Suffice it to say that the young Daniel Day-Lewis is excellent as the sexually magnetic Tomas; equally important is the fact that the cinamatography is outstanding.The movie pivots around departures: first the departure of Tomas and his circle for Geneva after the Prague Spring is crushed by Russian soliders; then the departure from Geneva back to Prague that is precipitated by Teresa's loss of hope regarding her marriage. The sub-plot departure of Sabina presages the main plot departure of Teresa and both are synchronous. It's a truism that women leave, almost heedless of the wreck they cause by their departures, and the story is true to life in this regard. When Tomas follows Teresa back to Prague the movie grows dark and claustrophobic - the CCCP has imposed its iron rule and the color has gone out of the world. Little details like the removal of passports, Tomas' colleagues with their too-ready acceptance of compromises and betrayals... these small notes add layer upon layer of atmosphere, just as the small light notes of the beginning of the movie lent warmth and optimism.For someone viewing this in 2011 - especially if you've been to former Soviet Union countries - it's like stepping back in time to a world lost long ago. It wasn't a good world, but in this vignette it's intense and poignant and makes for an irresistible movie. It's heart-rending and worth every moment. Usually adaptations of books are inferior but in this case I venture the opinion that the movie is a better artistic creation than the book from which it is taken.",1300147200,"03 15, 2011"
Slow and drawn out.  A poor ending.,1468713600,"07 17, 2016"
It an old story: an absent dad trying to connect with his son. It's entertaining.,1465430400,"06 9, 2016"
The whole movie is watching people message back and forth between each other and reading the text..,1439510400,"08 14, 2015"
"A beautiful story of friendship, commitment, growing up, love and letting go. This classic movie was the perfect choice for movie night for me and my girls. We watched and cried and it made us grateful for one another... A beautiful story!",1368316800,"05 12, 2013"
"I love this move, Tommy lee Jones is great in this movie. This is a movie that must come out for DVD in the near future. In the 80's it was HBO biggest movie.",1022889600,"06 1, 2002"
"Pretty good trilogy.  The Joker steals the 2nd movie.  The first movie is good but the third, I think, remake of the creation of Batman.  The graphic novel(s) include Superman and are actually darker than the movies.  However, of all the Batman movies these three are probably the best done.  I purchased them because I hadn't seen any of them except the first and that was a long time ago.  If a Batman fan purchase, otherwise rent or download on Amazon.com Kindle.",1376524800,"08 15, 2013"
I loved the other Ice Age movies but this one just didn't do it for me. I don't think I laughed once..,1361577600,"02 23, 2013"
What is there to say? Easily one of the top five movies of all time.  The special features were wonderful.. The interviews were so enjoyable and interesting.  I can't say enough.,1424736000,"02 24, 2015"
This is a pretty good movie I liked it and boyfriend like it better than I did. He would watch it again.,1373760000,"07 14, 2013"
Excellent movie!,1463616000,"05 19, 2016"
I didn't like it = couldn't even watch all of it and I LOVE Ben Stiller and Own Wilson but this got too silly even for me.  Sorry guys.,1522368000,"03 30, 2018"
"Actually returned because it didn't play right, skipped parts.",1424044800,"02 16, 2015"
"Its an ok movie, but its too fast paced compared to the book and leaves out a lot of important info, like the full test she recieved and why Four is called Four. If you haven't read the book, you probably won't care, but if you have read it, youll be able to pick out mistakes left and right.",1407283200,"08 6, 2014"
The movie was OK. Not as bad as many of my friends had said and not as good as it could have been.,1474243200,"09 19, 2016"
Obscure and overrated.,1425945600,"03 10, 2015"
"Visually interesting. Alas, for a plot. Someone breaks into a high-security biological warfare lab, steals a new virus, & just for the fun of it, as he leaves, he tosses a vial of the stuff against the wall, breaking it; then he tries to get away.Fearing contamination, the high-tech super-computer that runs the lab's security decides to kill everyone in the complex! Not only that, it offs a few people in interesting ways; but you're left wondering - what for? Surely such a complex would be able to isolate the affected area? Why'd everyone have to die?Next, a specialist security unit has to get in to discover what happened. What they discover is row after row of coffin like containers, each housing one of the now dead staff members. And, of course, they're all brain-hungry zombies just waiting to get let out!This film is garbage. Sure, there's some well secquenced fight scenes, & they way the computer tries offing the specialist secutirty unit is also interesting. Obviously this computer is highly original, and uses its artisitc bent in coming up with ways to kill people.",1039132800,"12 6, 2002"
